SDS 2.3	Pure Spectra 	1.0
Row 	Reporter	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
C	JOE	0.01941051	0.021747798	0.026403127	0.037011676	0.059215933	0.1080213	0.19506198	0.33080354	0.5128097	0.7093786	0.8844306	0.9747518	1.0	0.94471616	0.85565436	0.75145805	0.65751815	0.5848945	0.53258044	0.49070445	0.4544792	0.41827872	0.38139078	0.34399688	0.30952322	0.28380474	0.2546464	0.23011309	0.20588225	0.18425545	0.16352783	0.14309165
C	NED	0.01779346	0.018976636	0.020063993	0.021876253	0.025163313	0.02925027	0.03650764	0.051518127	0.08047678	0.13780664	0.23552278	0.37443346	0.5556176	0.7381016	0.8900688	0.9743617	1.0	0.98335636	0.9415495	0.8860235	0.8272689	0.7694224	0.7178751	0.6710564	0.63416964	0.61051446	0.5731902	0.5398739	0.49633795	0.45252302	0.40480435	0.3561484
D	TAMRA	0.014096591	0.014903565	0.01596135	0.01765164	0.020079825	0.02317323	0.028785689	0.037916854	0.055430353	0.087513	0.14111494	0.22298278	0.3420695	0.49331155	0.6601479	0.8092599	0.92700523	0.9852928	1.0	0.97269744	0.91281426	0.810285	0.7270213	0.6462476	0.5880292	0.55831295	0.5267792	0.5022428	0.476954	0.43896082	0.401044	0.3520149
D	SYBR	0.034505848	0.07044526	0.16963941	0.33234927	0.5431877	0.7480252	0.88815355	0.96318686	1.0	0.9998262	0.9689533	0.9234575	0.8501544	0.7690804	0.6807912	0.59358376	0.520313	0.45644552	0.41256288	0.37989148	0.3540211	0.32022825	0.2948439	0.2674832	0.24581705	0.22902465	0.21084218	0.19473062	0.17934719	0.16224462	0.14805079	0.1311941
D	FAM	0.03826871	0.09174103	0.22846466	0.432725	0.6753295	0.8738183	0.97622705	1.0	0.98111904	0.9259127	0.8527469	0.77425766	0.6847532	0.5992067	0.51615644	0.44031012	0.37851137	0.3234433	0.2851662	0.25480086	0.23088132	0.20472527	0.18467577	0.16599165	0.14968649	0.13829426	0.12484973	0.11505744	0.10456149	0.09276719	0.08345235	0.07267999
D	Syto9	0.045632638	0.12750372	0.3170217	0.54606813	0.76806104	0.90786123	0.9616261	0.9879765	1.0	0.97306633	0.9083397	0.815025	0.70435303	0.59576744	0.5032597	0.42488283	0.3670091	0.31911322	0.28399906	0.25707638	0.23633368	0.20930146	0.18987969	0.16836172	0.15271643	0.14104117	0.12954749	0.118747815	0.11013376	0.09967527	0.091304	0.08078582
D	VIC	0.016086562	0.017398667	0.020945013	0.028155725	0.04571706	0.08269176	0.15402341	0.27445233	0.45906475	0.6761997	0.86828333	0.9883921	1.0	0.9288803	0.80841976	0.67732966	0.57132196	0.48972923	0.44386667	0.41686738	0.39903855	0.36724967	0.3412935	0.30542558	0.27270755	0.24524896	0.21701264	0.19165802	0.17166732	0.1518443	0.13513774	0.1184197
D	ROX	0.008930137	0.00953644	0.009861499	0.010376493	0.011004704	0.012728641	0.013733052	0.014799553	0.016026761	0.01713344	0.019288361	0.021421371	0.027170258	0.035782635	0.05292704	0.08470298	0.14234526	0.23605144	0.37626374	0.5515793	0.74342924	0.88058084	0.9797948	1.0	0.9676835	0.91675794	0.82981235	0.74367034	0.6671451	0.5931656	0.5445009	0.4889332
D	TET	0.016566906	0.018761652	0.025551958	0.044343047	0.09163641	0.19131914	0.35442385	0.56788343	0.7959474	0.9565598	1.0	0.94206	0.8084454	0.6628725	0.5386452	0.444379	0.38481992	0.34346646	0.31778696	0.29650673	0.27292708	0.23687567	0.20668237	0.17592974	0.15039742	0.13368659	0.11716874	0.10646975	0.09587871	0.086030155	0.07744415	0.067641385
D	JOE	0.018047096	0.020263229	0.024162129	0.033277072	0.05464963	0.100241885	0.18270965	0.31219703	0.49461114	0.6953279	0.8678434	0.97803396	1.0	0.95431006	0.86530155	0.7577402	0.6654589	0.58570045	0.53196496	0.49409032	0.4641712	0.41882434	0.38522178	0.34525624	0.31067953	0.28374782	0.25503322	0.22936866	0.20558216	0.18212368	0.16209836	0.1400046
D	NED	0.015840048	0.017127473	0.017492667	0.01969862	0.02248741	0.026467714	0.033624142	0.045933936	0.07421658	0.12855378	0.22258335	0.36093476	0.5377244	0.72420454	0.8775551	0.96747154	1.0	0.9748678	0.935205	0.88769203	0.8402236	0.76891756	0.72017646	0.67118806	0.6337828	0.60942143	0.5735213	0.5351643	0.49644578	0.44730628	0.40467387	0.35188228
E	TAMRA	0.014567628	0.015663743	0.017376905	0.018484525	0.021527588	0.024333032	0.03077943	0.040272728	0.058274336	0.08951752	0.14376765	0.22611058	0.3445066	0.49917793	0.65760523	0.81386703	0.91898316	0.9860532	1.0	0.97613835	0.90492904	0.8132001	0.72252524	0.64506495	0.58708954	0.55532897	0.52755046	0.50303733	0.474155	0.4371898	0.3964955	0.34934714
E	SYBR	0.035001613	0.070514165	0.16690084	0.33306518	0.54716843	0.74906886	0.8878619	0.9775143	1.0	0.99479866	0.9737961	0.92151827	0.8488785	0.7699217	0.6748264	0.5967638	0.5176035	0.45852774	0.41475224	0.38420144	0.3531816	0.32380435	0.29591802	0.2697741	0.24711895	0.22946145	0.21233287	0.19628806	0.18016742	0.16289912	0.14735724	0.1319132
E	FAM	0.03683831	0.08714934	0.2165109	0.421398	0.6616619	0.8579702	0.961098	1.0	0.9658024	0.9077926	0.84347826	0.76238084	0.67286456	0.5906933	0.50434	0.43747765	0.370948	0.31984097	0.28236252	0.2548401	0.22758304	0.20534612	0.18331556	0.16425416	0.14854091	0.13683285	0.12525111	0.11377467	0.10180128	0.09103237	0.08082361	0.07133081
E	Syto9	0.047417607	0.12021734	0.3005799	0.5338968	0.7598687	0.90319884	0.9583375	1.0	0.99967235	0.97184676	0.9164069	0.82090354	0.71001583	0.6031648	0.5067269	0.43672162	0.37292948	0.32879898	0.29364294	0.26776135	0.24247105	0.21885304	0.19661875	0.17561516	0.15889059	0.14614516	0.13434118	0.12382627	0.11434267	0.10387357	0.094500445	0.08398398
E	VIC	0.016552085	0.01795065	0.021774877	0.029029645	0.046695616	0.084296174	0.15471934	0.28059167	0.46231923	0.67600405	0.87535137	0.9899787	1.0	0.9314789	0.80079466	0.68057793	0.5685517	0.4929007	0.44720498	0.42303625	0.3995283	0.37381524	0.3414292	0.3084684	0.27465537	0.24632475	0.21868129	0.19408812	0.17194307	0.15248923	0.13491625	0.11922774
E	ROX	0.008418734	0.010563802	0.010838044	0.0107929595	0.012306906	0.013355022	0.014301707	0.01582692	0.017239437	0.01879094	0.021086285	0.024069093	0.028539546	0.03724004	0.053780727	0.08767355	0.14468129	0.24115673	0.3834225	0.56527245	0.74522525	0.89160824	0.97756124	1.0	0.9668172	0.90903187	0.82908577	0.74368125	0.6623001	0.5903634	0.53514004	0.4859613
E	TET	0.017075213	0.019214276	0.025516206	0.04460166	0.091013566	0.18946809	0.35151142	0.5726011	0.789565	0.946632	1.0	0.93739086	0.8030876	0.66293657	0.5325046	0.4463184	0.38089892	0.34348738	0.31731355	0.29862466	0.27046433	0.23943944	0.20646535	0.17726086	0.15170057	0.13377787	0.119329885	0.10637347	0.09645445	0.08663374	0.076918125	0.06811441
E	JOE	0.017628368	0.019786837	0.024193306	0.033836808	0.055672713	0.10260707	0.18449977	0.32077453	0.49909735	0.69610524	0.8753208	0.981275	1.0	0.95732045	0.8580058	0.7648258	0.6635293	0.5894871	0.5371616	0.50070864	0.46300006	0.42691526	0.38607088	0.3486681	0.3136302	0.28545564	0.25850955	0.2326153	0.20849663	0.18401735	0.16300455	0.1427328
E	NED	0.015589073	0.018215802	0.018775411	0.0211585	0.024120234	0.027774818	0.03530859	0.048914284	0.07721445	0.13083401	0.22788979	0.3669999	0.5456899	0.7355492	0.88082635	0.9814378	1.0	0.98195547	0.94310665	0.89944196	0.8386312	0.77861995	0.7228876	0.6778563	0.63800997	0.61114115	0.5787486	0.5416965	0.49850774	0.44874448	0.39983025	0.35265565
F	TAMRA	0.013567187	0.015117236	0.01705395	0.017528808	0.01952318	0.02265381	0.02874208	0.03729959	0.055845924	0.08722683	0.14059675	0.2240485	0.34542733	0.49540582	0.66452074	0.8144585	0.91837645	0.9884713	1.0	0.9735915	0.90016246	0.8159306	0.72381955	0.64561146	0.5875711	0.554847	0.53473365	0.50601876	0.47822297	0.43602902	0.39850217	0.3479678
F	SYBR	0.033768527	0.06833896	0.16312113	0.32521513	0.53515345	0.72696126	0.89254767	0.96285087	1.0	0.9923143	0.9642583	0.91565716	0.845963	0.75991166	0.6764301	0.59010863	0.51174843	0.45494252	0.4110844	0.38100103	0.34875888	0.32298958	0.2941983	0.26783797	0.24539171	0.22778392	0.2132901	0.19600667	0.17979906	0.16173355	0.14661981	0.1306645
F	FAM	0.03442903	0.08394464	0.2115108	0.4151907	0.65657616	0.8454825	0.97997683	1.0	0.9793615	0.9187712	0.84749943	0.76718086	0.6802509	0.5910856	0.5124781	0.43662283	0.36989093	0.3217077	0.2824513	0.25413844	0.22713985	0.20605356	0.18395156	0.16498776	0.14829929	0.13657297	0.1265213	0.11391759	0.103294365	0.09128772	0.0827469	0.07242948
F	Syto9	0.04443162	0.111263365	0.28611037	0.5178649	0.74515164	0.884418	0.9685946	0.9912306	1.0	0.96921563	0.9129036	0.8169571	0.70849925	0.59990424	0.50968933	0.4348549	0.37183046	0.32789746	0.29432964	0.26803142	0.24119921	0.2193873	0.19622234	0.17520404	0.15788576	0.14553756	0.13458186	0.123848855	0.1143632	0.102645315	0.093246974	0.083413355
F	VIC	0.016064486	0.016774526	0.020450024	0.028278437	0.045305155	0.08129594	0.15612389	0.27987814	0.46461284	0.67881274	0.87071127	0.98599666	1.0	0.92050385	0.80325884	0.67313886	0.5619864	0.49013215	0.44433758	0.41974643	0.39584613	0.37263954	0.34069064	0.30630055	0.27270335	0.24429615	0.21903867	0.19304743	0.17207737	0.15099055	0.1345138	0.11858291
F	ROX	0.008548538	0.009387152	0.009814743	0.010809142	0.0113593815	0.01334155	0.013424423	0.015519293	0.015356874	0.017733492	0.019443864	0.022248067	0.027468687	0.036441494	0.053604867	0.08580358	0.14416501	0.24338308	0.38599682	0.5685126	0.745821	0.8995488	0.98250514	1.0	0.9660942	0.9081006	0.8347603	0.744167	0.663183	0.5876813	0.53614146	0.48434976
F	TET	0.01602592	0.017993227	0.025239626	0.04377783	0.09075965	0.1864061	0.35736424	0.5719265	0.800739	0.95513517	1.0	0.9381152	0.8065691	0.65854496	0.53665566	0.4439048	0.3789537	0.3441111	0.31698802	0.29764432	0.26823953	0.23870893	0.20612411	0.17596771	0.14982979	0.13315108	0.11905354	0.10578844	0.09620043	0.085573375	0.07691962	0.066714786
F	JOE	0.017270042	0.019619724	0.023659013	0.032323323	0.054858178	0.09903579	0.18581405	0.31530783	0.49760303	0.69607556	0.8690869	0.97571015	1.0	0.94817406	0.86365086	0.7579603	0.65759087	0.58707786	0.53310734	0.49761653	0.45837486	0.42538694	0.38533422	0.34734732	0.31196016	0.28412217	0.25888842	0.23211606	0.20843226	0.18267813	0.16282187	0.14149901
F	NED	0.015820818	0.016855985	0.01867788	0.020278942	0.022352729	0.025810186	0.033366915	0.046741292	0.07549136	0.12955819	0.2229407	0.36521766	0.5452506	0.7315015	0.88848484	0.9797555	1.0	0.9888339	0.9457468	0.90033054	0.83906585	0.78469527	0.7259253	0.68016064	0.6409484	0.61268497	0.5864641	0.54399115	0.50333315	0.44846243	0.40415376	0.35209513
G	TAMRA	0.014893134	0.015631437	0.017382767	0.01891088	0.02037718	0.024278184	0.029580228	0.038542897	0.056289665	0.08707521	0.13911706	0.22140187	0.3412681	0.49044663	0.6605244	0.8110698	0.9183093	0.9819031	1.0	0.9676108	0.9087559	0.8144728	0.72700614	0.64625627	0.5888059	0.55565095	0.53242356	0.5062979	0.47487363	0.43887186	0.39840937	0.3492143
G	SYBR	0.034330327	0.06792802	0.16073588	0.32263133	0.5296358	0.7348518	0.8877149	0.9671788	1.0	0.99589753	0.9659648	0.91655827	0.85077024	0.7627219	0.68163276	0.595965	0.5155892	0.45611727	0.4130181	0.3803639	0.35407853	0.3233692	0.2963372	0.2689713	0.2467163	0.22933856	0.21301848	0.1971183	0.179672	0.16299176	0.14772758	0.13070825
G	FAM	0.03598253	0.082270294	0.2075051	0.41181108	0.64805037	0.8517289	0.9697737	1.0	0.97509617	0.9192326	0.846954	0.7653548	0.68163264	0.59167993	0.51373243	0.4388162	0.37147298	0.32106313	0.2831874	0.25339162	0.22968778	0.2053018	0.18536256	0.16579178	0.14966823	0.13710134	0.12560691	0.11516308	0.10322361	0.09236027	0.08275181	0.07265817
G	Syto9	0.04549526	0.10595963	0.2701175	0.49811938	0.7219284	0.88117653	0.9548029	0.99093956	1.0	0.9797412	0.91508794	0.8252989	0.7208378	0.60555357	0.5166701	0.4408958	0.37693307	0.329518	0.29533482	0.26755378	0.24457045	0.219939	0.1985089	0.17651114	0.16000737	0.14724979	0.13650152	0.12571216	0.115254804	0.10500413	0.09554908	0.084969476
G	VIC	0.016030299	0.018724155	0.02148642	0.029766956	0.045907017	0.08282432	0.15470152	0.27682483	0.4587161	0.6732274	0.8632629	0.980568	1.0	0.92135906	0.80869865	0.67843765	0.5655169	0.49038988	0.44485787	0.41814342	0.40091017	0.37167144	0.34312478	0.30763853	0.27362907	0.24502046	0.22014119	0.194611	0.17111377	0.15248181	0.13587128	0.119722225
G	ROX	0.008534079	0.009523397	0.010552685	0.010875796	0.012088282	0.013600574	0.013727149	0.014932979	0.016025562	0.01791092	0.019589748	0.023077331	0.027600862	0.036727864	0.0537927	0.08706297	0.14430328	0.24105285	0.38572922	0.5620136	0.7501465	0.89327055	0.9820157	1.0	0.96495086	0.90683454	0.83080727	0.7438875	0.66078514	0.5916964	0.5362182	0.48475057
G	TET	0.017469944	0.019795422	0.026784007	0.045360453	0.0914383	0.18763396	0.35298592	0.5692916	0.7938626	0.9525846	1.0	0.93791443	0.8135	0.6628851	0.5427599	0.4495129	0.38259086	0.3450428	0.31992766	0.29688874	0.27149397	0.23855425	0.20791575	0.17606129	0.15194018	0.13405986	0.12008572	0.10752209	0.096350685	0.0866992	0.07729699	0.06798291
G	JOE	0.018137125	0.020083832	0.024194796	0.033457354	0.054929446	0.100943975	0.18449093	0.31587127	0.4947194	0.694082	0.8652241	0.9707994	1.0	0.9468624	0.86470145	0.76120305	0.6599854	0.5851494	0.53384644	0.49417445	0.46439746	0.42438227	0.38580695	0.34698045	0.31226045	0.28443912	0.2585017	0.2322817	0.20716737	0.18437205	0.16336645	0.14205134
G	NED	0.016201472	0.01769286	0.018970225	0.020352902	0.02326774	0.026960552	0.03364293	0.04745614	0.07497043	0.12998545	0.22265895	0.3604207	0.5407567	0.7255432	0.88628054	0.97811157	1.0	0.9811283	0.9435887	0.8921713	0.84523493	0.7798244	0.7273811	0.6780905	0.64055085	0.61280894	0.583365	0.5455332	0.49933076	0.45202062	0.4032022	0.35224015
H	TAMRA	0.013089843	0.014183371	0.015448321	0.016852174	0.019204741	0.022213427	0.027887957	0.036627326	0.055205498	0.08679077	0.1413431	0.22309771	0.34590694	0.49882376	0.66365415	0.81480944	0.92264324	0.9843892	1.0	0.9665085	0.9041891	0.813908	0.71111625	0.64073724	0.5867908	0.5517978	0.5310001	0.50412	0.46967086	0.43485522	0.39244992	0.34554937
H	SYBR	0.033415675	0.068255916	0.1662641	0.32912385	0.5407521	0.746318	0.89922684	0.95887226	0.9955934	1.0	0.97538906	0.91855705	0.8530419	0.76629424	0.6808723	0.5957807	0.5183072	0.46003455	0.4181913	0.3862002	0.35938767	0.33022138	0.2970324	0.2728132	0.25077134	0.23164502	0.21686032	0.19996956	0.1816089	0.16495448	0.149103	0.13268654
H	FAM	0.037949614	0.08897629	0.22435778	0.43069226	0.67438674	0.876128	0.9950573	1.0	0.98104465	0.93096054	0.86173046	0.77186096	0.6885689	0.5986888	0.51741254	0.44295728	0.3778368	0.3269443	0.28982434	0.259543	0.2359344	0.21169733	0.18643995	0.16942282	0.15406504	0.14011241	0.12888181	0.117481746	0.10600401	0.09442389	0.08409358	0.07396803
H	Syto9	0.04327657	0.103670664	0.27260792	0.49978814	0.7282467	0.89012384	0.96568733	0.9808914	1.0	0.9798813	0.9265076	0.82710963	0.7186554	0.6098979	0.51890093	0.43971044	0.37912953	0.3329211	0.2981158	0.27153516	0.24800827	0.2241248	0.19861582	0.17924011	0.16193911	0.14753546	0.13698044	0.12644616	0.115544885	0.10522938	0.0954625	0.08534841
H	VIC	0.014904586	0.01715306	0.020591516	0.02861049	0.045574415	0.0832854	0.15799001	0.27786276	0.4638432	0.6847482	0.88017476	0.98379534	1.0	0.92114997	0.8020675	0.67317337	0.56439924	0.4900113	0.44864678	0.4231996	0.40465832	0.3781743	0.34038597	0.30893013	0.27543262	0.24443492	0.21946219	0.1942972	0.17061502	0.15238209	0.13563716	0.11928856
H	ROX	0.008281003	0.009237889	0.009869797	0.010270005	0.011876857	0.01239743	0.013152709	0.014455643	0.015933096	0.017564029	0.01932133	0.021963308	0.027184073	0.03638284	0.053654984	0.086565346	0.14675605	0.24631463	0.3928841	0.5725445	0.76123214	0.9076452	0.97708887	1.0	0.96658415	0.9000442	0.82692045	0.7386791	0.6522762	0.58398205	0.5313682	0.48220575
H	TET	0.015506307	0.017841814	0.02569859	0.043646686	0.09069434	0.19012229	0.35935253	0.5641893	0.79043627	0.9539167	1.0	0.9268632	0.8024646	0.6542885	0.5329641	0.44182342	0.38026056	0.3439233	0.3197817	0.2968623	0.27121422	0.23986682	0.20412739	0.17581165	0.15076402	0.13214369	0.11959197	0.10645573	0.09545572	0.08608178	0.07730302	0.06676799
