qpcr_date,Position,sample,density,comments
20180705,P10,356,,DO NOT USE THESE DATA 
20180705,P11,356,,DO NOT USE THESE DATA 
20180705,P12,356,,DO NOT USE THESE DATA 
20180705,P13,269,,
20180705,P14,269,,
20180705,P15,269,,
20180705,P16,338,,
20180705,P17,338,,
20180705,P18,338,,
20180705,P19,451,,
20180705,P20,451,,
20180705,P21,451,,
20180705,P22,,,
20180705,P23,,,
20180705,P24,,,
20180710,A1,,1.70E-01,
20180710,A2,,1.70E-01,
20180710,A3,,1.70E-01,
20180710,A4,,1.50E-01,
20180710,A5,,1.50E-01,
20180710,A6,,1.50E-01,
20180710,A7,452,,
20180710,A8,452,,
20180710,A9,452,,
20180710,A10,468,,
20180710,A11,468,,
20180710,A12,468,,
20180710,A13,554,,
20180710,A14,554,,
20180710,A15,554,,
20180710,A16,235,,
20180710,A17,235,,
20180710,A18,235,,
20180710,A19,501,,
20180710,A20,501,,
20180710,A21,501,,
20180710,A22,249,,
20180710,A23,249,,
20180710,A24,249,,
20180710,B1,,1.70E-02,
20180710,B2,,1.70E-02,
20180710,B3,,1.70E-02,
20180710,B4,,1.50E-02,
20180710,B5,,1.50E-02,
20180710,B6,,1.50E-02,
20180710,B7,453,,
20180710,B8,453,,
20180710,B9,453,,
20180710,B10,469,,
20180710,B11,469,,
20180710,B12,469,,
20180710,B13,555,,
20180710,B14,555,,
20180710,B15,555,,
20180710,B16,253,,
20180710,B17,253,,
20180710,B18,253,,
20180710,B19,363,,
20180710,B20,363,,
20180710,B21,363,,
20180710,B22,267,,
20180710,B23,267,,
20180710,B24,267,,
20180710,C1,,1.70E-03,
20180710,C2,,1.70E-03,
20180710,C3,,1.70E-03,
20180710,C4,,1.50E-03,
20180710,C5,,1.50E-03,
20180710,C6,,1.50E-03,
20180710,C7,454,,
20180710,C8,454,,
20180710,C9,454,,
20180710,C10,470,,
20180710,C11,470,,
20180710,C12,470,,
20180710,C13,556,,
20180710,C14,556,,
20180710,C15,556,,
20180710,C16,264,,
20180710,C17,264,,
20180710,C18,264,,
20180710,C19,430,,
20180710,C20,430,,
20180710,C21,430,,
20180710,C22,333,,
20180710,C23,333,,
20180710,C24,333,,
20180710,D1,,1.70E-04,
20180710,D2,,1.70E-04,
20180710,D3,,1.70E-04,
20180710,D4,,1.50E-04,
20180710,D5,,1.50E-04,
20180710,D6,,1.50E-04,
20180710,D7,462,,
20180710,D8,462,,
20180710,D9,462,,
20180710,D10,471,,
20180710,D11,471,,
20180710,D12,471,,
20180710,D13,557,,
20180710,D14,557,,
20180710,D15,557,,
20180710,D16,327,,
20180710,D17,327,,
20180710,D18,327,,
20180710,D19,566,,
20180710,D20,566,,
20180710,D21,566,,
20180710,D22,337,,
20180710,D23,337,,
20180710,D24,337,,
20180710,E1,,1.70E-05,
20180710,E2,,1.70E-05,
20180710,E3,,1.70E-05,
20180710,E4,,1.50E-05,
20180710,E5,,1.50E-05,
20180710,E6,,1.50E-05,
20180710,E7,463,,
20180710,E8,463,,
20180710,E9,463,,
20180710,E10,472,,
20180710,E11,472,,
20180710,E12,472,,
20180710,E13,558,,
20180710,E14,558,,
20180710,E15,558,,
20180710,E16,446,,
20180710,E17,446,,
20180710,E18,446,,
20180710,E19,567,,
20180710,E20,567,,
20180710,E21,567,,
20180710,E22,338,,
20180710,E23,338,,
20180710,E24,338,,
20180710,F1,,1.70E-06,
20180710,F2,,1.70E-06,
20180710,F3,,1.70E-06,
20180710,F4,,1.50E-06,
20180710,F5,,1.50E-06,
20180710,F6,,1.50E-06,
20180710,F7,464,,
20180710,F8,464,,
20180710,F9,464,,
20180710,F10,473,,
20180710,F11,473,,
20180710,F12,473,,
20180710,F13,559,,
20180710,F14,559,,
20180710,F15,559,,
20180710,F16,436,,
20180710,F17,436,,
20180710,F18,436,,
20180710,F19,569,,
20180710,F20,569,,
20180710,F21,569,,
20180710,F22,347,,
20180710,F23,347,,
20180710,F24,347,,
20180710,G1,,1.70E-07,
20180710,G2,,1.70E-07,
20180710,G3,,1.70E-07,
20180710,G4,,1.50E-07,
20180710,G5,,1.50E-07,
20180710,G6,,1.50E-07,
20180710,G7,465,,
20180710,G8,465,,
20180710,G9,465,,
20180710,G10,551,,
20180710,G11,551,,
20180710,G12,551,,
20180710,G13,581,,
20180710,G14,581,,
20180710,G15,581,,
20180710,G16,484,,
20180710,G17,484,,
20180710,G18,484,,
20180710,G19,570,,
20180710,G20,570,,
20180710,G21,570,,
20180710,G22,349,,
20180710,G23,349,,
20180710,G24,349,,
20180710,H1,ntc,,
20180710,H2,ntc,,
20180710,H3,ntc,,
20180710,H4,ntc,,
20180710,H5,ntc,,
20180710,H6,ntc,,
20180710,H7,466,,
20180710,H8,466,,
20180710,H9,466,,
20180710,H10,552,,
20180710,H11,552,,
20180710,H12,552,,
20180710,H13,582,,
20180710,H14,582,,
20180710,H15,582,,
20180710,H16,499,,
20180710,H17,499,,
20180710,H18,499,,
20180710,H19,578,,
20180710,H20,578,,
20180710,H21,578,,
20180710,H22,454,,
20180710,H23,454,,
20180710,H24,454,,
20180711,A1,,,
20180711,A2,,,
20180711,A3,,,
20180711,A4,,,
20180711,A5,,,
20180711,A6,,,
20180711,A7,7,,
20180711,A8,7,,
20180711,A9,7,,
20180711,A10,357,,
20180711,A11,357,,
20180711,A12,357,,
20180711,A13,,,
20180711,A14,,,
20180711,A15,,,
20180711,A16,,,
20180711,A17,,,
20180711,A18,,,
20180711,A19,,,
20180711,A20,,,
20180711,A21,,,
20180711,A22,,,
20180711,A23,,,
20180711,A24,,,
20180711,B1,,1.70E-02,
20180711,B2,,1.70E-02,
20180711,B3,,,
20180711,B4,,1.50E-02,
20180711,B5,,1.50E-02,
20180711,B6,,,
20180711,B7,8,,
20180711,B8,8,,
20180711,B9,8,,
20180711,B10,358,,
20180711,B11,358,,
20180711,B12,358,,
20180711,B13,,,
20180711,B14,,,
20180711,B15,,,
20180711,B16,,,
20180711,B17,,,
20180711,B18,,,
20180711,B19,,,
20180711,B20,,,
20180711,B21,,,
20180711,B22,,,
20180711,B23,,,
20180711,B24,,,
20180711,C1,,1.70E-03,
20180711,C2,,1.70E-03,
20180711,C3,,,
20180711,C4,,1.50E-03,
20180711,C5,,1.50E-03,
20180711,C6,,,
20180711,C7,9,,
20180711,C8,9,,
20180711,C9,9,,
20180711,C10,359,,
20180711,C11,359,,
20180711,C12,359,,
20180711,C13,,,
20180711,C14,,,
20180711,C15,,,
20180711,C16,,,
20180711,C17,,,
20180711,C18,,,
20180711,C19,,,
20180711,C20,,,
20180711,C21,,,
20180711,C22,,,
20180711,C23,,,
20180711,C24,,,
20180711,D1,,1.70E-04,
20180711,D2,,1.70E-04,
20180711,D3,,,
20180711,D4,,1.50E-04,
20180711,D5,,1.50E-04,
20180711,D6,,,
20180711,D7,10,,
20180711,D8,10,,
20180711,D9,10,,
20180711,D10,360,,
20180711,D11,360,,
20180711,D12,360,,
20180711,D13,,,
20180711,D14,,,
20180711,D15,,,
20180711,D16,,,
20180711,D17,,,
20180711,D18,,,
20180711,D19,,,
20180711,D20,,,
20180711,D21,,,
20180711,D22,,,
20180711,D23,,,
20180711,D24,,,
20180711,E1,,1.70E-05,
20180711,E2,,1.70E-05,
20180711,E3,,,
20180711,E4,,1.50E-05,
20180711,E5,,1.50E-05,
20180711,E6,,,
20180711,E7,28,,
20180711,E8,28,,
20180711,E9,28,,
20180711,E10,421,,
20180711,E11,421,,
20180711,E12,421,,
20180711,E13,,,
20180711,E14,,,
20180711,E15,,,
20180711,E16,,,
20180711,E17,,,
20180711,E18,,,
20180711,E19,,,
20180711,E20,,,
20180711,E21,,,
20180711,E22,,,
20180711,E23,,,
20180711,E24,,,
20180711,F1,,1.70E-06,
20180711,F2,,1.70E-06,
20180711,F3,,,
20180711,F4,,1.50E-06,
20180711,F5,,1.50E-06,
20180711,F6,,,
20180711,F7,57,,
20180711,F8,57,,
20180711,F9,57,,
20180711,F10,244,,
20180711,F11,244,,
20180711,F12,244,,
20180711,F13,,,
20180711,F14,,,
20180711,F15,,,
20180711,F16,,,
20180711,F17,,,
20180711,F18,,,
20180711,F19,,,
20180711,F20,,,
20180711,F21,,,
20180711,F22,,,
20180711,F23,,,
20180711,F24,,,
20180711,G1,,,
20180711,G2,,,
20180711,G3,,,
20180711,G4,,,
20180711,G5,,,
20180711,G6,,,
20180711,G7,64,,
20180711,G8,64,,
20180711,G9,64,,
20180711,G10,264,,
20180711,G11,264,,
20180711,G12,264,,
20180711,G13,,,
20180711,G14,,,
20180711,G15,,,
20180711,G16,,,
20180711,G17,,,
20180711,G18,,,
20180711,G19,,,
20180711,G20,,,
20180711,G21,,,
20180711,G22,,,
20180711,G23,,,
20180711,G24,,,
20180711,H1,ntc,,
20180711,H2,ntc,,
20180711,H3,ntc,,
20180711,H4,ntc,,
20180711,H5,ntc,,
20180711,H6,ntc,,
20180711,H7,356,,
20180711,H8,356,,
20180711,H9,356,,
20180711,H10,327,,
20180711,H11,327,,
20180711,H12,327,,
20180711,H13,,,
20180711,H14,,,
20180711,H15,,,
20180711,H16,,,
20180711,H17,,,
20180711,H18,,,
20180711,H19,,,
20180711,H20,,,
20180711,H21,,,
20180711,H22,,,
20180711,H23,,,
20180711,H24,,,
20180711,I1,,,
20180711,I2,,,
20180711,I3,,,
20180711,I4,,,
20180711,I5,,,
20180711,I6,,,
20180711,I7,,,
20180711,I8,,,
20180711,I9,,,
20180711,I10,,,
20180711,I11,,,
20180711,I12,,,
20180711,I13,,,
20180711,I14,,,
20180711,I15,,,
20180711,I16,,,
20180711,I17,,,
20180711,I18,,,
20180711,I19,,,
20180711,I20,,,
20180711,I21,,,
20180711,I22,,,
20180711,I23,,,
20180711,I24,,,
20180711,J1,,,
20180711,J2,,,
20180711,J3,,,
20180711,J4,,,
20180711,J5,,,
20180711,J6,,,
20180711,J7,,,
20180711,J8,,,
20180711,J9,,,
20180711,J10,,,
20180711,J11,,,
20180711,J12,,,
